

####### THIS IS ONLY AN EXCERPT OF THE DATABASE

index	word	frequency	wordType	stressPosition	syllableNumber
2111	anaemisch	0	A	2	3
2113	anamnestisch	0	A	3	4
2114	anamnetisch	0	A	3	4
2115	Ananas	9	N	1	3
2117	anapaestisch	0	A	3	4
2120	anaphorisch	5	A	3	4
2121	anaphylaktisch	0	A	4	5
2124	anarchisch	8	A	2	3
2125	Anarchismus	1	N	3	4
2126	Anarchist	3	N	3	3
2127	anarchistisch	9	A	3	4
2129	Anaesthesie	0	N	4	4
2130	anaesthesieren	0	V	4	5
2131	Anaesthesist	0	N	4	4
2132	Anaesthetikum	0	N	3	5
2133	anaesthetisch	0	A	3	4
2136	anastigmatisch	0	A	4	5
2141	anational	0	A	1	5
2144	Anatomie	34	N	4	4
2145	anatomieren	0	V	4	5
2146	anatomisch	7	A	3	4
2147	anbacken	0	V	1	3
2148	anbahnen	30	V	1	3
2149	Anbahnung	11	N	1	3
2150	anbandeln	0	V	1	3
2151	anbaendeln	1	V	1	3
2152	Anbaendelung	0	N	1	4
2153	anbauen	38	V	1	3
2154	Anbau	41	N	1	2
2155	anbaufaehig	1	A	3	4
2156	Anbauflaeche	20	N	1	4
2157	Anbaumoebel	0	N	3	4
2158	Anbeginn	28	N	1	3
2159	anbehalten	3	V	1	4
2161	anbeissen	5	V	1	3
2162	anbelangen	28	V	1	4
2163	anbequemen	1	V	1	4
2164	anberaumen	19	V	1	4
2165	anbeten	6	V	1	3
2166	Anbetracht	30	N	1	3
2167	anbetreffen	23	V	1	4
2168	Anbetung	11	N	1	3
2169	anbiedern	1	V	1	3
2170	Anbiederung	2	N	1	4
2171	anbieten	415	V	1	3
2172	anbinden	5	V	1	3
2173	anblicken	13	V	1	3
2174	Anblick	120	N	1	2
2175	anblinken	0	V	1	3
2176	anbohren	2	V	1	3
2177	Anbot	0	N	1	2
2178	anbrassen	0	V	1	3
2179	anbraten	2	V	1	3
2180	anbrechen	15	V	1	3
2181	anbrennen	7	V	1	3
2182	anbringen	86	V	1	3
2183	Anbruch	5	N	1	2
2184	anbruellen	5	V	1	3
2185	Anchovis	0	N	2	3
2187	Andacht	12	N	1	2
2188	andaechtig	11	A	1	3
2189	Andachtsuebung	0	N	1	4
2190	andachtsvoll	0	A	1	3
2191	Andalusier	0	N	3	5
2192	andalusisch	1	A	3	4
2194	Andante	1	N	2	3
2196	andauen	0	V	1	3
2197	andauern	35	V	1	3
2198	Andauung	0	N	1	3
2199	Andenken	91	N	1	3
2201	aendern	661	V	1	2
2202	aenderbar	0	A	1	3
2209	Anderkonto	0	N	1	4
2210	anderlei	0	A	3	3
2215	andersartig	7	A	1	4
2216	Andersartigkeit	2	N	1	5
2217	andersdenkend	0	A	1	4
2218	Andersdenkende	12	N	1	5
2220	andersfarbig	2	A	1	4
2221	andersgeartet	4	A	1	5
2224	Anderssein	0	N	1	3
2225	anderssprachig	1	A	1	4
2232	Anderthalbfache	1	N	1	5
2234	Aenderung	356	N	1	3
2235	Aenderungsvorschlag	5	N	1	5
2236	anderwaertig	0	A	1	4
2239	anderweitig	16	A	1	4
2241	andeuten	118	V	1	3
2242	Andeutung	70	N	1	3
2244	andichten	3	V	1	3
2245	andienen	1	V	1	3
2246	Andienung	1	N	1	3
2247	Andienungspflicht	0	N	1	4
2248	andocken	0	V	1	3
2249	Andorn	0	N	1	2
2253	andrehen	5	V	1	3
2257	androhen	21	V	1	3
2258	Androhung	10	N	1	3
2261	andrucken	0	V	1	3
2262	Andruck	0	N	2	2
2263	andudeln	0	V	1	3
2264	anecken	1	V	1	3
2266	aneifern	0	V	1	3
2267	aneignen	52	V	1	3
2268	Aneignung	30	N	1	3
2278	anekdotenhaft	0	A	3	5
2279	anekdotisch	1	A	3	4
2280	anekeln	7	V	1	3
2281	Anemone	1	N	3	4
2282	anempfehlen	3	V	1	4
2283	Anerbe	0	N	2	3
2284	Anerbenfolge	0	N	1	5
2285	Anerbenrecht	0	N	1	4
2286	anerbieten	0	V	1	4
2287	Anerbieten	6	N	3	4
2288	Anerbietung	0	N	1	4
2289	anerkannt	185	A	2	3
2291	anerkennen	364	V	1	4
2292	anerkennenswert	8	A	2	5
2293	Anerkenntnis	2	N	2	4
2294	Anerkennung	478	N	1	4
2295	Aneroid	0	N	4	4
2297	anessen	0	V	1	3
2298	anfachen	4	V	1	3
2299	anfahren	44	V	1	3
2300	anfallen	19	V	1	3
2301	Anfall	29	N	1	2
2302	anfaellig	23	A	1	3
2303	Anfaelligkeit	7	N	1	4
2304	anfangen	398	V	1	3
2305	Anfang	1020	N	1	2
2306	Anfaenger	42	N	1	3
2307	Anfaengerin	0	N	1	4
2308	Anfaengerkurs	1	N	1	4
2309	anfaenglich	65	A	1	3
2312	Anfangsbuchstabe	5	N	1	5
2313	Anfangsgehalt	2	N	1	4
2314	Anfangspunkt	6	N	1	3
2315	Anfangsstadium	5	N	1	5
2316	anfassen	33	V	1	3
2317	anfechten	8	V	1	3
2318	anfechtbar	2	A	1	3
2319	Anfechtung	6	N	1	3
2320	anfeinden	1	V	1	3
2321	Anfeindung	7	N	1	3
2322	anfertigen	51	V	1	4
2323	Anfertigung	12	N	1	4
2324	anfeuchten	3	V	1	3
2325	Anfeuchter	0	N	1	3
2326	anfeuern	4	V	1	3
2327	Anfeuerung	0	N	1	4
2328	anflanschen	1	V	1	3
2329	anflehen	2	V	1	3
2330	anfliegen	15	V	1	3
2331	Anflug	23	N	1	2
2332	anfordern	84	V	1	3
2333	Anforderung	239	N	1	4
2334	anfragen	11	V	1	3
2335	Anfrage	323	N	1	3
2336	anfreunden	2	V	1	3
2337	anfuegen	20	V	1	3
2338	Anfuegung	0	N	1	3
2339	anfuehlen	3	V	1	3
2340	anfuehren	99	V	1	3
2341	Anfuhr	2	N	1	2
2342	Anfuehrer	26	N	1	3
2343	Anfuehrung	7	N	1	3
2344	Anfuehrungsstrich	10	N	1	4
2345	Anfuehrungszeichen	13	N	1	5
2346	anfunken	0	V	1	3
2347	Angabe	615	N	1	3
2348	angaengig	3	A	1	3
2349	angeben	201	V	1	3
2350	angebbar	8	A	1	3
2351	Angeber	5	N	1	3
2352	Angeberei	3	N	4	4
2353	angeberisch	1	A	1	4
2354	Angebetete	1	N	1	5
2355	Angebinde	0	N	1	4
2356	angeblich	312	A	1	3
2357	angeboren	19	A	1	4
2358	Angebot	1190	N	1	3
2359	angebracht	62	A	1	3
2360	angebunden	7	A	1	4
2361	angedeihen	14	V	1	4
2362	Angedenken	1	N	1	4
2363	angegraut	2	A	1	3
2364	angegriffen	57	A	1	4
2365	Angegriffenheit	0	N	1	5
2366	angehen	191	V	1	3
2367	angeheiratet	1	A	1	5
2368	angeheitert	1	A	1	4
2369	angehend	20	A	2	3
2370	angehoeren	222	V	1	4
2371	angehoerig	4	A	1	4
2372	Angehoerigkeit	2	N	1	5
2373	angejahrt	0	A	1	3
2374	Angeklagte	281	N	1	4
2375	angeknackst	1	A	1	3
2376	angekraenkelt	0	A	1	4
2377	angeln	18	V	1	2
2378	Angel	32	N	1	2
2379	angelegen	1	A	1	4
2380	Angelegenheit	406	N	1	5
2382	Angelhaken	3	N	1	4
2383	angeloben	0	V	1	4
2384	Angelpunkt	12	N	1	3
2385	Angelrute	1	N	1	4
2386	Angelsachse	28	N	1	4
2389	angemessen	154	A	1	4
2390	angenehm	190	A	1	3
2391	Anger	3	N	1	2
2392	angeregt	61	A	1	3
2393	angesaeuselt	2	A	1	4
2394	angeschmutzt	1	A	1	3
2395	Angeschuldigte	7	N	1	5
2396	angesehen	148	A	1	4
2398	angespannt	38	A	1	3
2399	angestammt	16	A	1	3
2400	Angestellte	409	N	1	4
2404	angestrengt	39	A	1	3
2405	Angestrengtheit	0	N	1	4
2406	angetan	24	A	1	3
2407	angetrunken	16	A	1	4
2408	angewandt	90	A	1	3
2409	angewiesen	71	A	1	4
2410	angewoehnen	6	V	1	4
2411	Angewohnheit	13	N	1	4
2412	Angewoehnung	0	N	1	4
2413	Angina	2	N	2	3
2416	angleichen	19	V	1	3
2417	Angleichung	35	N	1	3
2418	Angler	6	N	1	2
2419	angliedern	24	V	1	3
2420	Angliederung	3	N	1	4
2421	anglikanisch	4	A	3	4
2422	Anglikanismus	0	N	4	5
2423	anglisieren	0	V	3	4
2424	Anglist	0	N	2	2
2425	Anglistik	1	N	2	3
2426	Anglizismus	0	N	3	4
2428	anglofranzoesisch	0	A	4	5
2429	Anglomane	0	N	3	4
2430	Anglomanie	0	N	4	4
2431	anglonormanisch	0	A	4	5
2432	anglophil	0	A	3	3
2433	Anglophilie	0	N	4	4
2434	anglophob	0	A	3	3
2435	Anglophobie	0	N	4	4
2439	angreifen	109	V	1	3
2440	Angreifer	27	N	1	3
2441	angrenzen	4	V	1	3
2442	Angrenzer	0	N	1	3
2443	Angriff	442	N	1	2
2444	angriffig	0	A	1	3
2445	Angriffskrieg	7	N	1	3
2446	angriffslustig	3	A	1	4
2448	aengsten	1	V	1	2
2450	angsterfuellt	1	A	1	3
2451	Angstgefuehl	3	N	1	3
2452	Angsthase	0	N	1	3
2453	aengstigen	20	V	1	3
2454	aengstlich	79	A	1	2
2455	Aengstlichkeit	4	N	1	3
2456	Angstneurose	1	N	1	4
2457	Angstpsychose	2	N	1	4
2458	Angstroehre	2	N	1	3
2459	Angstruf	0	N	1	2
2460	Angstschweiss	2	N	1	2
2461	angstvoll	13	A	1	2
2463	angurten	0	V	1	3
2464	anhaben	16	V	1	3
2465	anhaegern	0	V	1	3
2466	anhaken	0	V	1	3
2467	anhaekeln	0	V	1	3
2468	anhalten	151	V	1	3
2469	Anhalt	10	N	1	2
2470	anhaltend	117	A	1	3
2471	Anhalter	9	N	1	3
2474	Anhaltspunkt	32	N	1	3
2476	anhaengen	16	V	1	3
2477	Anhang	31	N	1	2
2478	Anhaenger	227	N	1	3
2479	Anhaengerschaft	5	N	1	4
2480	anhaengig	9	A	1	3
2481	anhaenglich	3	A	1	3
2482	Anhaenglichkeit	8	N	1	4
2483	Anhaengsel	11	N	1	3
2485	anhauen	0	V	1	3
2486	anhauchen	2	V	1	3
2487	Anhauch	0	N	1	2
2488	anhaeufen	5	V	1	3
2489	Anhaeufung	6	N	1	3
2490	anheben	51	V	1	3
2491	Anhebung	14	N	1	3
2492	anheften	2	V	1	3
2493	anheimeln	1	V	1	3
2494	anheimfallen	8	V	2	4
2495	anheimgeben	1	V	2	4
2496	anheimstellen	6	V	2	4
2497	anheischen	0	V	1	3
2498	anheischig	2	A	1	3
2499	anheizen	14	V	1	3
2500	anherrschen	0	V	1	3
2501	anheuern	4	V	1	3
2502	Anhieb	23	N	1	2
2503	anhimmeln	3	V	1	3
2505	Anhoehe	3	N	1	3
2506	anhoeren	103	V	1	3
2507	Anhoerung	19	N	1	3
2510	Aenigma	0	N	2	3
2512	Anilinfarbe	0	N	3	5
2513	animalisch	8	A	2	4
2514	Animalismus	0	N	4	5
2515	Animation	0	N	5	5
2517	animieren	11	V	3	4
2518	Animierkneipe	0	N	3	5
2519	Animiermaedchen	0	N	3	5
2520	Animismus	4	N	3	4
2522	animos	0	A	3	3
2523	Animositaet	4	N	5	5
2524	Animus	0	N	1	3
2525	Anis	1	N	2	2
2526	Anisette	0	N	3	4
2527	anken	0	V	1	2
2528	ankaufen	12	V	1	3
2529	Ankauf	120	N	1	2
2530	Anke	20	N	1	2
2532	Anken	20	N	1	2
2533	ankern	4	V	1	2
2534	Anker	19	N	1	2
2535	Ankerboje	0	N	1	4
2536	Ankerkette	0	N	1	4
2537	Ankerplatz	3	N	1	3
2538	Ankerspill	0	N	1	3
2539	Ankertau	0	N	1	3
2540	Ankerwinde	0	N	1	4
2541	anketten	0	V	1	3
2542	anklagen	63	V	1	3
2543	Anklage	144	N	1	3
2544	Anklagebank	27	N	1	4
2545	Anklaeger	21	N	1	3
2546	Anklageschrift	20	N	1	4
2547	anklammern	0	V	1	3
2548	Anklang	15	N	1	2
2549	ankleben	5	V	1	3
2550	ankleiden	6	V	1	3
2552	Ankleideraum	0	N	1	4
2553	anklingen	19	V	1	3
2554	anklopfen	3	V	1	3
2555	anknacksen	1	V	1	3
2556	anknipsen	3	V	1	3
2557	anknuepfen	62	V	1	3
2558	Anknuepfung	2	N	1	3
2559	Anknuepfungspunkt	2	N	1	4
2560	ankohlen	1	V	1	3
2561	ankommen	269	V	1	3
2562	Ankoemmling	12	N	1	3
2563	ankoennen	0	V	1	3
2564	ankoppeln	0	V	1	3
2565	ankoeren	0	V	1	3
2566	ankoernen	0	V	1	3
2567	ankotzen	0	V	1	3
2568	ankratzen	1	V	1	3
2569	ankreiden	6	V	1	3
2570	Ankreis	0	N	1	2
2571	ankreuzen	8	V	1	3
2572	ankuenden	1	V	1	3
2573	ankuendigen	188	V	1	4
2574	Ankuendigung	90	N	1	4
2575	Ankunft	121	N	1	2
2576	ankurbeln	12	V	1	3
2578	anlachen	0	V	1	3
2579	anlaecheln	1	V	1	3
2580	Anlage	573	N	1	3
2582	Anlagepapier	0	N	1	5
2583	anlagern	1	V	1	3
2584	Anlagerung	0	N	1	4
2585	anlanden	2	V	1	3
2586	Anlandung	29	N	1	3
2587	anlangen	62	V	1	3
2588	anlassen	9	V	1	3
2589	Anlass	471	N	1	2
2590	Anlasser	7	N	1	3
2592	anlasten	9	V	1	3
2593	anlaufen	69	V	1	3
2594	Anlauf	37	N	1	2
2595	Anlaufzeit	1	N	1	3
2596	anlauten	0	V	1	3
2597	anlaeuten	1	V	1	3
2598	Anlaut	0	N	1	2
2599	anlegen	233	V	1	3
2600	Anlegeplatz	3	N	1	4
2601	Anleger	58	N	1	3
2602	Anlegerin	0	N	1	4
2603	Anlegestelle	2	N	1	5
2604	anlehnen	22	V	1	3
2605	Anlehnung	21	N	1	3
2607	anleiern	0	V	1	3
2608	Anleihe	219	N	1	3
2610	Anleihen	45	N	1	3
2611	Anleihepapier	0	N	1	5
2612	anleimen	0	V	1	3
2613	anleinen	1	V	1	3
2614	anleiten	22	V	1	3
2615	Anleitung	68	N	1	3
2616	anlernen	8	V	1	3
2617	Anlernberuf	0	N	1	4
2618	Anlernling	1	N	1	3
2619	Anlernzeit	0	N	1	3
2620	anlesen	0	V	1	3
2621	anliefern	9	V	1	3
2622	anliegen	4	V	1	3
2623	Anliegen	116	N	1	3
2624	anliegend	11	A	1	3
2625	Anlieger	7	N	1	3
2626	Anliegerstaat	3	N	1	4
2627	anlocken	13	V	1	3
2628	anloeten	0	V	1	3
2629	anluegen	2	V	1	3
2630	anluven	0	V	1	3
2631	anmachen	4	V	1	3
2632	anmackern	0	V	1	3
2633	anmahnen	2	V	1	3
2634	anmalen	4	V	1	3
2635	Anmarsch	5	N	1	2
2636	Anmarschweg	2	N	1	3
2637	anmassen	8	V	1	3
2638	anmassend	11	A	1	3
2639	Anmassung	17	N	1	3
2640	anmeiern	0	V	1	3
2641	anmelden	115	V	1	3
2643	Anmeldepflicht	1	N	1	4
2644	Anmeldung	65	N	1	3
2645	anmengen	0	V	1	3
2646	anmerken	40	V	1	3
2647	Anmerkung	44	N	1	3
2648	anmessen	35	V	1	3
2649	anmieten	5	V	1	3
2650	anmontieren	0	V	1	4
2651	anmustern	1	V	1	3
2652	Anmusterung	0	N	1	4
2653	anmuten	15	V	1	3
2654	Anmut	21	N	1	2
2655	anmutig	23	A	1	3
2656	anmutsvoll	1	A	1	3
2657	Anmutung	0	N	1	3
2658	anmutvoll	0	A	1	3
2660	annadeln	0	V	1	3
2661	annaehen	4	V	1	3
2662	annaehern	57	V	1	3
2664	Annaeherung	116	N	1	4
2667	Annahme	201	N	1	3
2669	Annahmestelle	17	N	1	5
2670	Annahmevermerk	0	N	1	5
2672	annehmen	807	V	1	3
2673	annehmbar	28	A	1	3
2674	annehmlich	0	A	1	3
2675	Annehmlichkeit	18	N	1	4
2681	Annonce	3	N	2	3
2682	Annonceuse	0	N	3	4
2683	annoncieren	1	V	3	4
2687	annullieren	10	V	3	4
2688	Annullierung	4	N	3	4
2690	anoeden	4	V	1	3
2693	Anodenspannung	0	N	2	5
2694	anomal	16	A	3	3
2695	Anomalie	3	N	4	4
2697	Anonymitaet	13	N	5	5
2698	Anonymus	2	N	2	4
2699	Anopheles	0	N	2	4
2700	Anorak	10	N	1	3
2701	anordnen	117	V	1	3
2702	Anordnung	142	N	1	3
2703	anorganisch	11	A	1	4
2704	anormal	4	A	1	3
2706	anpacken	21	V	1	3
2707	anpaddeln	0	V	1	3
2708	anpassen	162	V	1	3
2709	Anpassung	122	N	1	3
2710	anpassungsfaehig	13	A	1	5
2711	anpeilen	9	V	1	3
2712	anpfeifen	4	V	1	3
2713	Anpfiff	16	N	1	2
2714	anpflanzen	7	V	1	3
2715	Anpflanzung	0	N	1	3
2716	anpflaumen	0	V	1	3
2717	anpicken	0	V	1	3
2718	anpinkeln	0	V	1	3
2719	anpoebeln	1	V	1	3
2720	anprallen	0	V	1	3
2721	Anprall	5	N	1	2
2722	anprangern	26	V	1	3
2723	anpreien	1	V	1	3
2724	anpreisen	11	V	1	3
2725	Anpreisung	2	N	1	3
2726	anproben	0	V	1	3
2727	Anprobe	2	N	1	3
2728	anprobieren	1	V	1	4
2729	anpumpen	5	V	1	3
2730	anquasseln	0	V	1	3
2731	anquatschen	1	V	1	3
2732	anrainen	0	V	1	3
2733	Anrainer	4	N	1	3
2734	Anrainerstaat	0	N	1	4
2735	Anrand	0	N	1	2
2736	anranzen	0	V	1	3
2737	Anranzer	0	N	1	3
2738	anraten	12	V	1	3
2739	Anraten	9	N	1	3
2740	anrauchen	0	V	1	3
2741	anrauhen	0	V	1	3
2742	anraunzen	0	V	1	3
2743	anrechnen	37	V	1	3
2744	Anrechnung	12	N	1	3
2745	Anrecht	16	N	1	2
2746	Anrechtler	0	N	1	3
2747	Anrechtskarte	1	N	1	4
2748	anreden	19	V	1	3
2749	Anrede	11	N	1	3
2750	Anredefall	0	N	1	4
2751	anregen	96	V	1	3
2752	anregend	31	A	1	3
2753	Anregung	207	N	1	3
2754	Anregungsmittel	0	N	1	5
2755	anreichern	7	V	1	3
2756	Anreicherung	7	N	1	4
2757	anreihen	1	V	1	3
2758	anreihend	0	A	1	3
2759	anreisen	6	V	1	3
2760	Anreise	5	N	1	3
2761	anreissen	6	V	1	3
2762	Anreisser	0	N	1	3
2763	anreisserisch	0	A	1	4
2764	anreizen	5	V	1	3
2765	Anreiz	56	N	1	2
2766	anrempeln	4	V	1	3
2767	Anrempelung	0	N	1	4
2768	anrennen	8	V	1	3
2769	anrichten	66	V	1	3
2770	Anrichte	11	N	1	3
2771	Anrichtetisch	0	N	1	4
2772	anruechig	10	A	1	3
2773	Anruechigkeit	1	N	1	4
2774	anruecken	3	V	1	3
2775	anrucken	0	V	1	3
2776	anrudern	0	V	1	3
2777	anrufen	182	V	1	3
2778	Anruf	90	N	1	2
2779	Anrufung	5	N	1	3
2780	anruehren	20	V	1	3
2781	ansagen	23	V	1	3
2782	ansaegen	1	V	1	3
2783	Ansage	9	N	1	3
2784	Ansager	7	N	1	3
2785	Ansagerin	1	N	1	4
2786	ansammeln	16	V	1	3
2787	Ansammlung	21	N	1	3
2788	ansaessig	37	A	1	3
2789	Ansaessigkeit	1	N	1	4
2790	Ansatz	192	N	1	2
2791	Ansatzpunkt	35	N	1	3
2792	Ansatzrohr	0	N	1	3
2793	Ansatzstueck	0	N	1	3
2794	ansaufen	0	V	1	3
2795	ansaugen	5	V	1	3
2796	ansaeuseln	1	V	1	3
2797	anschaffen	29	V	1	3
2798	Anschaffung	43	N	1	3
2799	anschaeften	0	V	1	3
2800	anschalten	1	V	1	3
2801	anschauen	58	V	1	3
2802	anschaulich	93	A	1	3
2803	Anschaulichkeit	6	N	1	4
2804	Anschauung	99	N	1	3
2806	Anschein	89	N	1	2
2807	anscheinen	53	V	1	3
2809	anscheissen	0	V	1	3
2810	anschicken	13	V	1	3
2811	anschieben	1	V	1	3
2812	anschiessen	11	V	1	3
2813	anschirren	2	V	1	3
2814	Anschiss	0	N	1	2
2815	anschlagen	32	V	1	3
2816	Anschlag	117	N	1	2
2817	Anschlaeger	0	N	1	3
2818	anschlaegig	0	A	1	3
2819	Anschlagsaeule	0	N	1	4
2820	anschleichen	0	V	1	3
2821	anschleifen	0	V	1	3
2822	anschleppen	1	V	1	3
2823	anschliessen	360	V	1	3
2825	Anschluss	213	N	1	2
2826	anschmeicheln	0	V	1	3
2827	anschmiegen	1	V	1	3
2828	anschmiegsam	2	A	1	3
2829	Anschmiegsamkeit	0	N	1	4
2830	anschmieren	1	V	1	3
2831	anschmutzen	1	V	1	3
2832	anschnallen	10	V	1	3
2833	anschnauzen	2	V	1	3
2834	Anschnauzer	1	N	1	3
2835	anschneiden	54	V	1	3
2836	Anschnitt	0	N	1	2
2837	Anschoppung	0	N	1	3
2838	Anschovis	0	N	2	3
2839	anschrauben	3	V	1	3
2840	anschreien	8	V	1	3
2841	anschreiben	13	V	1	3
2842	Anschreiben	4	N	1	3
2843	Anschrift	89	N	1	2
2844	anschuldigen	0	V	1	4
2845	Anschuldigung	22	N	1	4
2846	Anschuss	0	N	1	2
2847	anschwaerzen	8	V	1	3
2848	anschweissen	1	V	1	3
2849	anschwellen	8	V	1	3
2850	Anschwellung	0	N	1	3
2851	anschwemmen	2	V	1	3
2852	Anschwemmung	1	N	1	3
2853	anschwindeln	1	V	1	3
2854	anschwingen	0	V	1	3
2855	Anschwung	0	N	1	2
2856	ansegeln	1	V	1	3
2857	ansehen	422	V	1	3
2858	Ansehen	138	N	1	3
2859	ansehnlich	37	A	1	3
2860	Ansehnlichkeit	0	N	1	4
2862	anseilen	0	V	1	3
2863	anseitig	0	A	1	3
2864	ansetzen	116	V	1	3
2865	Ansicht	854	N	1	2
2867	Ansichtskarte	4	N	1	4
2868	Ansichtspostkarte	2	N	1	5
2869	Ansichtssache	2	N	1	4
2870	Ansichtssendung	0	N	1	4
2871	ansiedeln	33	V	1	3
2872	Ansiedler	1	N	1	3
2873	Ansiedlerin	0	N	1	4
2874	Ansinnen	4	N	1	3
2875	Ansitz	2	N	1	2
2878	anspannen	9	V	1	3
2879	Anspannung	18	N	1	3
2880	ansparen	4	V	1	3
2881	anspeien	0	V	1	3
2882	anspielen	22	V	1	3
2883	Anspiel	0	N	1	2
2884	anspielbar	0	A	1	3
2885	Anspielung	34	N	1	3
2886	anspinnen	1	V	1	3
2887	anspitzen	2	V	1	3
2888	anspornen	21	V	1	3
2889	Ansporn	20	N	1	2
2890	Ansprache	130	N	1	3
2891	ansprechen	227	V	1	3
2892	ansprechbar	6	A	1	3
2893	ansprechend	22	A	1	3
2894	anspringen	13	V	1	3
2895	anspritzen	2	V	1	3
2896	Anspruch	698	N	1	2
2897	anspruchslos	11	A	1	3
2898	Anspruchslosigkeit	3	N	1	5
2899	anspruchsvoll	69	A	1	3
2900	Ansprung	0	N	1	2
2901	anspucken	0	V	1	3
2902	anspuelen	0	V	1	3
2903	Anspuelung	0	N	1	3
2904	anstacheln	2	V	1	3
2905	Anstalt	94	N	1	2
2906	Anstaltserziehung	0	N	1	5
2907	Anstaltsleiter	1	N	1	4
2908	Anstand	22	N	1	2
2909	anstaendig	73	A	1	3
2910	Anstaendigkeit	7	N	1	4
2913	Anstandsregel	0	N	1	4
2914	Anstandswauwau	0	N	1	4
2915	anstaenkern	0	V	1	3
2916	anstarren	11	V	1	3
2919	anstauen	1	V	1	3
2920	anstaunen	0	V	1	3
2921	anstechen	2	V	1	3
2922	anstecken	16	V	1	3
2923	Ansteckaermel	0	N	1	4
2924	ansteckend	0	A	1	3
2925	Anstecknadel	3	N	1	4
2926	Ansteckung	0	N	1	3
2927	Ansteckungsgefahr	0	N	1	5
2928	anstehen	18	V	1	3
2929	ansteigen	90	V	1	3
2930	anstellen	148	V	1	3
2932	Anstellerei	0	N	4	4
2933	anstellig	5	A	1	3
2934	Anstelligkeit	0	N	1	4
2935	Anstellung	14	N	1	3
2936	Anstellungsvertrag	2	N	1	5
2937	Anstich	1	N	1	2
2938	anstiefeln	0	V	1	3
2939	Anstieg	73	N	1	2
2940	anstieren	0	V	1	3
2941	anstiften	3	V	1	3
2942	Anstifter	3	N	1	3
2943	Anstiftung	6	N	1	3
2944	anstimmen	15	V	1	3
2945	anstossen	20	V	1	3
2946	Anstoss	66	N	1	2
2947	Anstoesser	0	N	1	3
2948	anstoessig	7	A	1	3
2949	Anstoessigkeit	0	N	1	4
2950	anstrahlen	5	V	1	3
2951	anstraengen	0	V	1	3
2952	anstreben	150	V	1	3
2953	anstrebenswert	0	A	1	4
2954	anstreichen	8	V	1	3
2955	Anstreicher	3	N	1	3
2956	anstrengen	44	V	1	3
2957	anstrengend	38	A	1	3
2958	Anstrengung	342	N	1	3
2959	Anstrich	13	N	1	2
2960	anstuecken	0	V	1	3
2961	anstuermen	0	V	1	3
2962	Ansturm	21	N	1	2
2963	ansuchen	1	V	1	3
2964	Ansuchen	3	N	1	3
2965	Ansucher	0	N	1	3
2966	Antagonismus	2	N	4	5
2967	Antagonist	2	N	4	4
2968	antagonistisch	3	A	4	5
2969	antaillieren	0	V	1	4
2970	antanzen	3	V	1	3
2973	antarktisch	10	A	2	3
2974	antasten	26	V	1	3
2975	antauen	0	V	1	3
2976	antauchen	0	V	1	3
2977	antaeuschen	0	V	1	3
2978	Ante	0	N	1	2
2979	antedatieren	0	V	4	5
2981	anteigen	0	V	1	3
2982	Anteil	574	N	1	2
2983	anteilig	15	A	1	3
2984	anteilmaessig	8	A	1	4
2985	Anteilnahme	44	N	1	4
2986	Anteilschein	5	N	1	3
2987	anteilsmaessig	3	A	1	4
2988	Antenne	28	N	2	3
2993	Anthologie	6	N	4	4
2994	anthologisch	0	A	3	4
2996	anthrazit	3	A	3	3
2998	anthrazitfarben	0	A	3	5
2999	anthrazitfarbig	0	A	3	5
3000	anthropogen	0	A	4	4
3001	Anthropogenie	0	N	5	5
3003	Anthropologe	4	N	4	5
3004	Anthropologie	10	N	5	5
3005	anthropologisch	14	A	4	5
3007	anthropomorphisch	0	A	4	5
3011	Anthroposoph	1	N	4	4
3012	Anthroposophie	0	N	5	5
3013	anthroposophisch	0	A	5	5
3019	antichambrieren	1	V	4	5
3020	Antichrist	2	N	1	3
3021	antichristlich	1	A	1	4
3025	Antifaschismus	0	N	4	5
3026	Antifaschist	38	N	3	4
3027	antifaschistisch	51	A	4	5
3028	Antigen	3	N	3	3
3029	antik	150	A	2	2
3030	Antike	68	N	2	3
3031	antikisch	1	A	2	3
3032	antikisieren	0	V	4	5
3033	antiklerikal	2	A	5	5
3034	Antiklimax	0	N	3	4
3036	antiklinal	0	A	4	4
3037	Antiklopfmittel	0	N	3	5
3039	Antikoerper	12	N	1	4
3040	Antikritik	0	N	4	4
3041	Antilope	13	N	3	4
3044	antimonarchisch	0	A	4	5
3046	Antinomie	4	N	4	4
3048	antiochenisch	0	A	4	5
3049	Antipathie	7	N	4	4
3050	antipathisch	0	A	3	4
3052	antippen	1	V	1	3
3057	Antiquariat	1	N	5	5
3058	antiquarisch	2	A	3	4
3059	Antiquaschrift	0	N	2	4
3063	Antisemit	4	N	4	4
3064	antisemitisch	13	A	4	5
3066	Antisepsis	0	N	3	4
3067	Antiseptik	0	N	3	4
3068	Antiseptikum	0	N	3	5
3069	antiseptisch	0	A	3	4
3070	Antiserum	0	N	3	4
3071	antispastisch	0	A	3	4
3072	antistatisch	1	A	3	4
3074	Antistrophe	0	N	3	4
3075	Antithese	11	N	3	4
3076	Antithetik	1	N	3	4
3077	antithetisch	0	A	3	4
3078	Antitoxin	0	N	4	4
3080	antizipieren	1	V	4	5
3081	antizyklisch	4	A	3	4
3082	Antlitz	50	N	1	2
3083	antoenen	0	V	1	3
3085	antragen	12	V	1	3
3086	Antrag	499	N	1	2
